materialType	materialLabel	cause	causeIri	outcomeIri	relationship	outcome	quote	doi	hazard_reduction	hazard_increase	causeComment	outcomeComment
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.enanomapper.org/onto/ENM_0000038	negatively_correlates	Uptake	With respect to the small-sized GO (2.5 h sonicated), the internalization of tiny GO sheets would be the main mode of action.	https://doi.org/10.3390/ijms221910578	1	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.enanomapper.org/onto/ENM_0000039	positively_correlates	genotoxicity	The results indicate that the untreated control GO possessed the lowest geno-TEQ1.5, and the 2.5-h-sonicated GO showed the highest genotoxic equivalent.	https://doi.org/10.3390/ijms221910578	0	1	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.enanomapper.org/onto/ENM_0000068	does_not_correlate	viability	either lateral dimension had little effect on cell viability over present dose range (0–20 μg/mL)	https://doi.org/10.1016/j.biomaterials.2012.02.021	0	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.bioontology.org/ontology/npo#NPO_1338	negatively_correlates	toxicity	rGO sheets and nanoplatelets exerted a size- and concentration- dependent cytotoxicity and genotoxicity toward human mesenchymal stem cells (hMSCs). The minimum average thickness of the sheets was ca. 0.7 nm, and the authors reported a higher cytotoxicity for rGO nanoplatelets with lower lateral dimensions (11 ± 4 nm), in comparison with lager lateral dimensions (3.8 ± 0.4 μm).38	https://doi.org/10.1021/tx400385x	1	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.bioontology.org/ontology/npo#NPO_1338	negatively_correlates	toxicity	This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method	https://doi.org/10.1021/tx400385x	1	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.enanomapper.net/onto/ENM_2866079	negatively_correlates	CR-mediated phagocytic pathway	The intracellular localization of GO was dictated by its size and led to different compartmentalization. In a study with a protein-coated commercial GO (∼500 nm) on mouse mesenchymal progenitor C2C12 cells the GO internalization by clathrin-mediated endocytosis, whereas larger GO sheets (∼1 μm) exhibited uptake by phagocytosis. The GO of both sizes entered lysosomes for excretion. Using both sizes of GO, almost no inhibition of cell proliferation was found at doses up to 100 μg/mL.44 The size range of GO was reported to be from 1.8 ± 0.9 nm to 9.1 ± 7.1 nm, the latter is due to protein coating.44	https://doi.org/10.1021/tx400385x	0	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.enanomapper.net/onto/ENM_2866079	negatively_correlates	Complement receptor-mediated phagocytic pathway	The intracellular localization of GO was dictated by its size and led to different compartmentalization. In a study with a protein-coated commercial GO (∼500 nm) on mouse mesenchymal progenitor C2C12 cells the GO internalization by clathrin-mediated endocytosis, whereas larger GO sheets (∼1 μm) exhibited uptake by phagocytosis. The GO of both sizes entered lysosomes for excretion. Using both sizes of GO, almost no inhibition of cell proliferation was found at doses up to 100 μg/mL.44 The size range of GO was reported to be from 1.8 ± 0.9 nm to 9.1 ± 7.1 nm, the latter is due to protein coating.44	https://doi.org/10.1021/tx400385x	0	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.enanomapper.org/onto/ENM_0000068	negatively_correlates	viability	The influence of l-GO and m-GO on the viability of A549 cells is tiny. Even at the highest concentration of 200 μg/mL, more than 80% of the cell viability remains. However, s-GO induces more viability loss than l-GO and m-GO. At 200 μg/mL of GO, the cell viability is 67% at 24 h postexposure.	https://doi.org/10.1016/j.toxlet.2010.11.016	0	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.enanomapper.org/onto/ENM_0000068	negatively_correlates	viability	The smaller SNP (Ag20Pep) were slightly more toxic when compared to the larger counterparts (Ag40Pep) with respect to mass doses. The resultant IC(50) values after 24 h of exposure were 110 µg/ml (Ag20Pep) and 140 µg/ml (Ag40Pep), respectively. 	https://doi.org/10.1088/1742-6596/304/1/012030	0	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	The results demonstrated that exposure to Ag nanoparticles for 24 h resulted in concentration-dependent increase in LDH leakage and exhibited a significant (p < 0.05) cytotoxicity at 10–50 μg/ml (Fig. 1B). It was noted that there is a statistically significant difference between different silver particle sizes of 100 and 15 nm, where the 100 nm particles showed higher toxicity at 25 and 50 μg/ml.	https://doi.org/10.1016/j.tiv.2005.06.034	0	1	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.bioontology.org/ontology/npo#NPO_1235	negatively_correlates	surface area	The surface area of TiO2/SiO2 Nc (15%) is 132.9 m2/g (Figure 5C and Table 3), which is most 4 times larger than that of commercial mixture TiO2/SiO2 (31.4 m2/g). The increased specific surface area mainly results from the large specific surface area of SiO2 and nano size of TiO2/SiO2 Nc (15%). The TiO2/SiO2 Nc (15%) with a larger surface area can provide increased centers for absorption and photocatalytic reaction. In addition, high BET surface area is also clearly beneficial for contact between sample and bacteria lead to enhance the antibacterial ability.	https://doi.org/10.3389/fchem.2021.738969	0	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.bioontology.org/ontology/npo#NPO_1338	correlates	toxicity	The results reveal that, indeed, the elemental composition and size do exert impacts on GO toxicity, while the oxidation level exhibits no significant effects	https://doi.org/10.3390%2Fnano9081180	0	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	size	http://purl.obolibrary.org/obo/PATO_0000117	http://purl.bioontology.org/ontology/npo#NPO_1338	correlates	toxicity	The results reveal that, indeed, the elemental composition and size do exert impacts on GO toxicity, while the oxidation level exhibits no significant effects	https://doi.org/10.3390/ijms221910578	0	0	A morphology quality inhering in a bearer by virtue of the bearer's physical magnitude.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	temperature	http://purl.obolibrary.org/obo/PATO_0000146	http://purl.enanomapper.net/onto/ENM_2012432	negatively_correlates	anatase to rutile phase transformation	At still higher temperatures, the Si4+ is expelled from the interior of the anatase particles and gradually forms an amorphous surface SiO2 layer. Because this surface layer prevents direct contact of the anatase particles, it suppresses grain growth and retards the transition to rutile.	https://doi.org/10.1111/j.1151-2916.2001.tb00882.x	0	0	A physical quality of the thermal energy of a system.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.enanomapper.org/onto/ENM_0000039	positively_correlates	genotoxicity	Therefore, detections of both the DNA fragmentations and the chromosomal aberrations, especially at such low concentration, can be attributed to penetration of the rGONPs into the cells resulting in interaction of the penetrated nanosheets with nucleus of the cells. Such penetration can partially damage the membrane of the cells resulting in the slight destruction of the cells, though the damage was not so extensive for the RNA efflux. The penetration of the rGONPs into the cells can be assigned to high mobility and/or extremely sharp edges of the nanosheets. Fig. 6 also demonstrate that by increasing the concentration of the rGONPs, the DNA fragmentations and the chromosomal aberrations significantly increased.	https://doi.org/10.1016/j.biomaterials.2012.07.040	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1340	positively_correlates	cytotoxicity	The rGONPs with ALDs of 11±4 nm exhibited a strong potential in destruction of the cells with the threshold concentration of 1.0 μg/mL, while the cytotoxicity of the rGO sheets with ALDs of 3.8±0.4 μm appeared at high concentration of 100 μg/mL after 1 h. 	https://doi.org/10.1016/j.biomaterials.2012.07.040	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.enanomapper.org/onto/ENM_0000068	negatively_correlates	viability	The MTT assay was used to assess the concurrent effects of metal oxide nanoparticles on the mitochondrial function of Neuro-2A. As displayed in , the MTT results showed that ZnO exhibited more toxicity than other metal oxide nanoparticles. A dose-dependent increase in reduction of mitochondrial function was observed with ZnO exposure. After 24 hours of exposure, ZnO at a concentration of 100 μg/mL reduced the mitochondrial function >80% as compared to the control cells. At a concentration of 10 μg/mL, ZnO showed insignificant effects on the mitochondrial function. 	https://doi.org/10.1080/10934520600966177	0	0	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	The toxicity of GO was observed to be dose-dependent in both human and animal cells, displaying little to no effect for low and medium doses in mice.46	https://doi.org/10.1021/tx400385x	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method	https://doi.org/10.1021/tx400385x	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1340	positively_correlates	cytotoxicity	incubation of several cell cultures, such as lymphoblastoid cells (RAJI),33 colon cancer cell lines (HCT116),34 a human ovarian carcinoma cell line (OVCAR-3),35 a glioblastoma cell line (U87MG), and breast cancer cells (MCF-7), with GO capped with polyethylene glycol (PEG), showed no cytotoxicity up to 100 μg/mL.36	https://doi.org/10.1021/tx400385x	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1340	positively_correlates	cytotoxicity	thermore, Cheng and collaborators54 demonstrated a dosedependent cytotoxicity in human umbilical vein endothelial cells (HUVEC) toward GO. Their group observed no toxicity upon cell exposure to doses greater than 100 μg/mL functionalized rGO, although a higher level of cytotoxicity was observed in the case of GO reduced with hydrazine.	https://doi.org/10.1021/tx400385x	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.obolibrary.org/obo/OAE_0002258	positively_correlates	hemolysis AE	Significant pathological changes, including inflammatory cell infiltration, pulmonary edema, and formation of granulomas, were found using doses of 10 μg of GO per gram of body weight. However, GO showed good biocompatibility with red blood cells at very low doses, whereas hemolysis was induced at 80 μg/mL GO.70	https://doi.org/10.1021/tx400385x	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.enanomapper.org/onto/ENM_0000068	negatively_correlates	viability	Toxicological aspects related to cytotoxicity and apoptosis induced by graphene in normal human lung cells (BEAS-2B) showed a significant concentration- and time-dependent decrease in cell viability (10–100 μg/mL), as evaluated by 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide (MTT) after 24 and 48 h of exposure. An increase in early and late apoptotic cells was also observed compared with control cells.	https://doi.org/10.1021/tx400385x	0	0	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.enanomapper.org/onto/ENM_0000068	negatively_correlates	viability	The metabolic activity assays based on succinate dehydrogenase activity in the mitochondria showed that GO nanosheets (20 μg/mL) exhibited no cytotoxicity to A549 within 2 h incubation and a slight decrease in cell viability (∼20%) within 24 h. GO nanosheets of higher concentration (85 μg/mL) led to an increased cytotoxicity (∼50%) within 24 h 	https://doi.org/10.1021.nn101097v	0	0	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1340	positively_correlates	cytotoxicity	graphene oxides with dose of less than 20 μg/mL did not exhibit toxicity to human fibroblast cells	https://doi.org/10.1007/s11671-010-9751-6	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_9000005	aluminium oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.enanomapper.org/onto/ENM_0000068	negatively_correlates	viability	The EZ4U test showed a minor (<10%) cytotoxic effect of aluminium oxide nanoparticles on the tested BJ and L929 cells. A lower survival rate of cells incubated with alumina nanoparticles was observed in the case of murine fibroblasts. At the concentration as high as 400 μg Al2O3/ml the average cell viability after incubation with the tested compound was 96.51% for human fibroblasts, and 91.53% for murine fibroblasts and the difference was statistically significant (p < 0.05) (Fig. 3). At the concentration range 10–200 μg Al2O3/ml, the decrease of the cell viability for both cell lines was not statistically significant compared to the control. Due to the relatively low toxicity of the tested compound, it was not possible to determine the concentration values of Al2O3 nanoparticles resulting in a 50% cell growth inhibition (IC50).	https://doi.org/10.1016/j.tiv.2011.07.010	0	0	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_9000005	aluminium oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1340	positively_correlates	cytotoxicity	The results of cell survival estimated by this method are concordant with those obtained in the EZ4U assay, that allows to conclude that aluminium oxide nanoparticles are of a relatively inert nature and show low cytotoxic activity.	https://doi.org/10.1016/j.tiv.2011.07.010	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_9000005	aluminium oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.enanomapper.org/onto/ENM_0000038	positively_correlates	Uptake	Aluminum detected in the control cells came from nanoparticles that were attached only to the cell surface. A nanoparticle concentration-dependent increase of aluminium content in both cell lines was observed. At the concentration of 10 μg/ml, there was an approximately 3.7-fold increase in aluminium content in both examined cell cultures in relation to the control cultures, and a eightfold increase in aluminium content compared to cultures treated with the highest used concentration of 200 μg/ml. There were no significant difference in the ability of nanometric alumina to penetrate the cells of both tested lines (p = 0.128).	https://doi.org/10.1016/j.tiv.2011.07.010	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.enanomapper.org/onto/ENM_0000068	negatively_correlates	viability	The colorimetric assay showed that at concentrations of ZnO-NPs lower than 5 μg/cm2 there was no cytotoxicity up to 72 h. Starting from 5 μg/cm2, already after 24 h of treatment, a time-dependent decrease of cell viability was observed (Fig. 3A). Higher doses (10, 20, and 40 μg/cm2) induced cytotoxicity, with a cell survival lower than 5%, already after 24 h. 	https://doi.org/10.1016/j.taap.2010.04.012	0	0	The total quantity or strength of a substance administered at one time.	-
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.enanomapper.org/onto/ENM_0000044	negatively_correlates	Barrier integrity	Treatment with 10 μg/cm2 of ZnO-NPs induced even more evident morphological alterations (Fig. 3F); in particular, holes on the cell membrane could be observed.	https://doi.org/10.1016/j.taap.2010.04.012	0	0	The total quantity or strength of a substance administered at one time.	-
http://purl.bioontology.org/ontology/npo#NPO_1542	zinc oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.enanomapper.org/onto/ENM_0000037	positively_correlates	Oxidative stress	As shown in Figs. 6A and B, in the supernatants of untreated cells there was a low content of IL-8. When the cells were treated with the lower dose (3 µg/cm2 for 24 h and 48 h) of ZnO-NPs a significant IL-8 release was revealed (Fig. 6A). Exposure to the higher ZnO-NPs concentration induced an amplified chemokine secretion. IL-8 release by cells treated with TiO2 at 3 µg/cm2 was comparable with control ones (Fig. 6B). The exposure of LoVo to 5 µg/cm2 of TiO2 particles stimulated a significant release of IL-8. The experimental results suggest that the release of IL-8 induced by TiO2 particles is due to the presence of a percentage of particles smaller than 100 nm in size distribution. It has been demonstrated that TiO2 nanoparticles induce oxidative stress and release of IL8	https://doi.org/10.1016/j.taap.2010.04.012	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	graphene oxides under low dose (0.1 mg) and middle dose (0.25 mg) did not exhibit obvious toxicity to mice, under high dose (0.4 mg) exhibited chronic toxicity such as 4.9 mice death and lung granuloma formation, mainly located in lung, liver, spleen and kidney, almost could not be cleaned by kidney. 	https://doi.org/10.1007/s11671-010-9751-6	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1340	positively_correlates	cytotoxicity	graphene oxides with dose of less than 20 μg/mL did not exhibit toxicity to human fibroblast cells, and the dose of more than 50 μg/mL exhibits obvious cytotoxicity such as decreasing cell adhesion, inducing cell apoptosis, entering into lysosomes, mitochondrion, endoplasm, and cell nucleus. Similar phenomena were also observed in other cell lines such as human gastric cancer MGC803, human breast cancer MCF-7, MDA-MB-435, and liver cancer HepG2 cell lines (data not shown),	https://doi.org/10.1007/s11671-010-9751-6	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1340	positively_correlates	cytotoxicity	graphene oxides with dose of less than 20 μg/mL did not exhibit toxicity to human fibroblast cells, and the dose of more than 50 μg/mL exhibits obvious cytotoxicity such as decreasing cell adhesion, inducing cell apoptosis, entering into lysosomes, mitochondrion, endoplasm, and cell nucleus.	https://doi.org/10.1007/s11671-010-9751-6	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	dose	http://www.ebi.ac.uk/efo/EFO_0000428	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	The cytotoxicity of GO and biogenic rGO was evaluated on human skin fibroblasts (CRL-2522). both GO (synthesized from graphite powder using a modified version of Hummers and Offeman’s method) and biogenic rGO (synthesized by Bacillus marisflavi biomass) exhibited toxicity on MCF-7 cells in a dose-dependent manner (up to a dose >60 μg/mL), thus decreasing the cell viability, increasing the ROS generation, and releasing lactate dehydro-genase.51 Atomic force microcopy revealed that GO exhibit flat sheets with an average thickness of about 0.43 nm, indicating the formation of single-layered GO nanosheets. However, biogenic rGO was found to be thicker (∼4.23 nm), indicating the presence of biomass on the GO surface.51	https://doi.org/10.1021/tx400385x	0	1	The total quantity or strength of a substance administered at one time.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.bioontology.org/ontology/npo#NPO_1338	does_not_correlate	toxicity	the attachment and proliferation of mammalian colorectal adenocarcinoma cells (HT-29 cells) upon exposure to GO films, indicating no significant toxicity	https://doi.org/10.1021/tx400385x	0	0	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	The cytotoxicity of GO and biogenic rGO was evaluated on human skin fibroblasts (CRL-2522). both GO (synthesized from graphite powder using a modified version of Hummers and Offeman’s method) and biogenic rGO (synthesized by Bacillus marisflavi biomass) exhibited toxicity on MCF-7 cells in a dose-dependent manner (up to a dose >60 μg/mL), thus decreasing the cell viability, increasing the ROS generation, and releasing lactate dehydro-genase.51 Atomic force microcopy revealed that GO exhibit flat sheets with an average thickness of about 0.43 nm, indicating the formation of single-layered GO nanosheets. However, biogenic rGO was found to be thicker (∼4.23 nm), indicating the presence of biomass on the GO surface.51	https://doi.org/10.1021/tx400385x	0	1	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	exposure	http://www.ebi.ac.uk/efo/EFO_0000487	http://purl.enanomapper.org/onto/ENM_0000037	positively_correlates	Oxidative stress	Exposure of Saos-2 osteoblasts, MC3T3-E1 preosteoblasts, and RAW-264.7 macrophages to GO, which were synthesized from graphite in acidic medium by a modified Hummers method, at a dose of 75 μg/mL led to cell cycle alterations, apoptosis, and oxidative stress.39 In this work, GO was shown to have an average thickness of 1.8 nm and a hydrodynamic size distribution in the range between 10−120 nm, with a maximum located around 40 nm.40	https://doi.org/10.1021/tx400385x	0	1	The act of subjecting someone or something to an influencing experience. E.g. exposure to cigarette smoke	-
http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	Embedding into nano-enabled paint formulation	http://purl.enanomapper.net/onto/ENM_9010524	http://purl.enanomapper.org/onto/ENM_0000039	negatively_correlates	genotoxicity	Pulmonary inflammation and DNA damage and hepatic histopathology were not changed in mice instilled with sanding dust from NanoTiO2 paint compared to paint without NanoTiO2. However, pure NanoTiO2 caused greater inflammation than NanoTiO2 embedded in the paint matrix.	https://doi.org/10.1186/1743-8977-9-4	1	0	Embedding of a nanomaterial into nano-enabled paint formulation	-
http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	Embedding into nano-enabled paint formulation	http://purl.enanomapper.net/onto/ENM_9010524	http://purl.enanomapper.org/onto/ENM_0000070	negatively_correlates	Broncho alveolar Lavage	Sanding dust from both paints resulted in increased neutrophil counts in mice 1 day after intratracheal instillation of 162 and 486 μg. Exposure to 486 μg of both types of sanding dust resulted in increased neutrophil numbers 3 days after intratracheal instillation, while no increased influx of neutrophils were observed 28 days after intratracheal instillation. The neutrophil counts were not different between the NanoTiO2 containing paint (Indoor-NanoTiO2) and the reference paint without NanoTiO2 (Indoor-R). Thus, inflammation was observed for all tested materials, although the paint dust with and without nanoparticles was much less inflammogenic than the pure NanoTiO2 at similar mass. 	https://doi.org/10.1186/1743-8977-9-4	0	0	Embedding of a nanomaterial into nano-enabled paint formulation	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	duration	http://www.ebi.ac.uk/efo/EFO_0000433	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method	https://doi.org/10.1021/tx400385x	0	1	A temporal measurement of the time between two specified points.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	duration	http://www.ebi.ac.uk/efo/EFO_0000433	http://purl.enanomapper.org/onto/ENM_0000068	negatively_correlates	viability	Toxicological aspects related to cytotoxicity and apoptosis induced by graphene in normal human lung cells (BEAS-2B) showed a significant concentration- and time-dependent decrease in cell viability (10–100 μg/mL), as evaluated by 3-(4,5-dimethylthiazol-2-yl)-2,5-diphenyltetrazolium bromide (MTT) after 24 and 48 h of exposure. An increase in early and late apoptotic cells was also observed compared with control cells.	https://doi.org/10.1021/tx400385x	0	0	A temporal measurement of the time between two specified points.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	ultraviolet radiation	http://www.ebi.ac.uk/efo/EFO_0022039	http://purl.bioontology.org/ontology/npo#NPO_1815	negatively_correlates	zeta potential value	Moreover, the UV-treated and thermally reduced GOs have lower zeta potential than the other three, indicating that the former two samples are more inclined to aggregate in the SD medium. However, after adding the dispersant (1% BSA), the aggregation was quite slight, indicated by the similar aggregation size determined by the DLS of GOs prepared in the same way as for toxicogenomic assays.	https://doi.org/10.3390/ijms221910578	0	0	The invisible ultraviolet spectrum makes up one specific portion of sunlight. This unique portion accounts for three percent of all solar radiation reaching the earth. UV radiation causes many health problems	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	Epoxy-functionalization of a nanoparticle	http://purl.enanomapper.net/onto/ENM_2458273	http://purl.bioontology.org/ontology/npo#NPO_1338	negatively_correlates	toxicity	the GO with lower epoxy and hydroxyl groups tended to have a lower PELI1.5total and, thus, a higher toxicity.	https://doi.org/10.3390/ijms221910578	1	0	Functionalization of a nanoparticle through epoxy groups, comprised of two carbons and an oxygen in a ring formation	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	http://purl.enanomapper.net/onto/ENM_3733911	http://purl.bioontology.org/ontology/npo#NPO_1340	negatively_correlates	cytotoxicity	Cells viability was assessed to evaluate the toxic potential of TiO2 based nanocomposites. Data from MTT test showed that particles TiO2:SiO2 3:1, with a lower amount of SiO2 vs. TiO2, have affected the viability of the cells at the doses 750 and 75 µg/mL with a mortality of the 30% and 10%, respectively (Figure 4a). Cell viability data obtained from the exposure to TiO2 and SiO2 NPs alone are reported in Supplementary Materials (Figure S2). To investigate the type of cell death induced by these NPs, H/PI staining has been performed at the dose 75 µg TiO2/mL, which is the dose used for the other endpoints. Furthermore, this effective concentration falls in the range (from 1 µg/mL until 200 µg/mL) recommended for the in vitro testing of NMs aiming to investigate biological responses and in mechanistic studies [31,32]. Results from this test showed that TiO2:SiO2 3:1 induced a reduction of cell viability, as demonstrated by the increased number of necrotic cells (Figure 4b). 	https://doi.org/10.3390/nano9071041	1	0	Silica coating.	-
